,BPC9,BPC10,BPC11,BPC12,BPC13,BPC14,BPC15,BPC16,BPCdem1,BPCdem2,indpt_EO,xdemWhite,demBlackBin,xdemHispBin,demRaceOther,age_18-34,age_35-44,age_45-64,age_65+,xeduc3_nocollege,xeduc3_bach,xeduc3_postgrad,xpid3_D,xpid3_I,xpid3_R,xsubVote20O_Biden,xsubVote20O_Trump,xsubVote20O_Other,xsubVote20O_NoVote,xdemGender_M,xdemGender_F
176,2,2,2,2,2,2,2,2,,0.0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
177,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
178,5,5,5,5,5,5,5,5,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
179,4,4,4,4,4,4,4,4,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
180,1,1,1,1,1,1,1,1,,1.0,1,0.0,1.0,1.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
181,3,3,4,4,3,2,3,3,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
182,2,2,2,3,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
183,1,1,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
184,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
185,1,1,2,2,1,1,1,2,,1.0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
186,2,1,1,3,2,1,1,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
187,2,2,2,2,2,2,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
188,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
189,2,1,1,1,1,2,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
190,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
191,1,1,1,2,1,2,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
192,2,2,2,2,2,2,2,2,,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
193,2,2,2,2,2,2,2,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
194,1,1,2,1,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
195,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
196,2,2,2,2,2,2,2,2,,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
197,2,2,3,2,2,2,3,2,0.0,,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
198,2,2,2,2,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
199,1,1,1,1,1,1,1,1,,,1,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
200,5,2,2,2,2,5,5,5,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
201,2,2,2,2,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
202,2,2,2,2,3,3,3,3,,0.0,0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
203,5,5,5,5,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
204,2,3,3,4,2,3,3,4,1.0,,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
205,2,3,3,4,4,4,3,3,,,0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
206,1,1,1,1,1,1,1,1,1.0,,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
207,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
208,4,1,4,4,3,3,3,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
209,2,2,2,3,2,2,2,5,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
210,1,1,1,1,1,1,1,1,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
211,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
212,1,1,1,1,1,1,1,1,,1.0,1,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
213,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
214,5,5,2,2,1,1,1,1,,1.0,1,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
215,1,1,1,3,1,1,1,3,0.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
216,2,2,1,2,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
217,5,2,2,1,3,2,3,1,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
218,4,4,4,4,4,4,4,4,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
219,5,5,5,5,5,5,5,5,,,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
220,4,4,4,4,4,4,4,4,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
221,1,2,4,3,2,1,4,2,1.0,,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
222,4,4,4,4,4,4,4,4,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
223,2,5,5,5,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
224,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
225,2,2,2,2,2,2,2,2,,,0,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
226,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
227,1,1,2,2,1,2,1,2,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
228,2,2,2,3,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
229,4,4,4,4,1,1,2,2,1.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
230,1,1,1,2,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
231,3,2,2,3,2,3,3,3,,1.0,0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
232,1,1,1,1,1,1,1,1,,0.0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
233,1,1,1,1,1,1,1,1,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
234,1,1,1,1,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
235,5,5,5,5,5,5,5,5,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
236,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
237,4,2,2,3,4,4,4,4,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
238,3,3,2,4,5,5,5,5,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
239,1,1,1,1,1,1,1,2,,1.0,1,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
240,5,5,5,4,5,2,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
241,2,2,3,1,2,2,3,2,1.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
242,4,4,4,4,4,4,4,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
243,2,2,2,2,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
244,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
245,1,1,1,3,2,2,2,3,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
246,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
247,1,1,1,1,1,1,1,1,,,0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
248,4,4,4,4,4,4,4,4,1.0,,1,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
249,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
250,1,3,3,3,1,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
251,2,2,2,4,2,2,2,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
252,2,2,2,2,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
253,1,2,2,1,2,2,2,2,,1.0,1,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
254,2,2,2,2,2,2,2,2,,0.0,0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
255,2,3,2,2,2,3,4,4,0.0,,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
256,3,3,3,3,2,3,3,3,,,1,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
257,1,1,1,2,1,1,1,1,1.0,,1,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
258,1,5,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
259,1,2,1,2,1,2,1,1,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
260,1,3,2,3,2,2,2,3,,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
261,4,4,4,4,3,3,4,4,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
262,2,2,2,3,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
263,2,1,2,1,2,1,2,3,,1.0,0,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
264,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
265,2,5,5,3,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
266,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
267,1,1,1,4,2,3,2,2,,,0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
268,3,4,5,5,3,3,4,4,0.0,,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
269,3,3,4,4,3,3,4,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
270,3,1,1,3,2,1,1,1,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
271,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
272,3,3,3,3,3,3,3,3,0.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
273,1,1,1,1,1,1,1,1,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
274,2,2,2,2,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
275,5,3,3,2,2,2,2,3,0.0,,0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
276,1,1,1,1,1,1,1,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
277,5,5,5,5,5,5,5,5,,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
278,5,5,5,5,5,5,5,5,,,1,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
279,1,2,2,3,2,2,3,1,,0.0,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
280,1,2,2,2,1,2,2,2,,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
281,1,1,2,1,2,1,1,2,,1.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
282,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
283,3,2,2,3,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
284,1,1,1,1,2,2,2,2,,1.0,0,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
285,2,2,2,2,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
286,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
287,3,4,3,4,4,4,4,4,0.0,,1,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
288,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
289,2,2,2,3,2,2,3,3,,1.0,0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
290,1,1,1,1,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
291,2,2,2,2,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
292,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
293,1,2,1,2,1,2,2,2,,1.0,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
294,5,2,2,2,2,2,2,2,,,1,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
295,3,3,3,3,2,2,2,2,0.0,,0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
296,3,3,4,4,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
297,1,1,1,2,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
298,1,1,1,1,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
299,1,1,2,1,1,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
300,5,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
301,1,1,1,2,1,2,1,2,,0.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
302,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
303,2,2,1,1,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
304,3,5,5,5,5,5,3,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
305,1,1,1,3,1,1,1,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
306,2,2,2,2,5,5,5,5,,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
307,3,1,2,2,2,1,2,2,1.0,,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
308,1,2,2,2,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
309,1,5,1,5,2,2,1,1,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
310,1,1,1,1,1,1,1,1,,1.0,0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
311,2,2,2,2,2,2,2,2,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
312,3,3,3,3,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
313,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
314,3,3,3,3,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
315,3,3,3,4,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
316,1,1,1,1,1,1,1,2,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
317,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
318,1,1,1,1,1,1,1,1,0.0,,0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
319,3,2,3,3,3,2,3,3,,1.0,0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
320,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
321,1,2,2,2,1,1,1,1,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
322,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
323,3,3,3,3,2,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
324,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
325,1,1,1,1,2,1,1,3,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
326,2,2,2,2,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
327,2,2,2,1,1,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
328,2,2,2,2,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
329,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
330,1,1,1,2,1,1,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
331,2,2,3,3,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
332,2,2,3,2,2,2,3,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
333,2,3,2,2,3,2,3,3,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
334,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
335,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
336,3,4,3,3,1,1,3,3,,,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
337,2,2,2,1,2,3,3,2,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
338,2,2,2,3,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
339,1,1,1,2,2,1,1,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
340,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
341,5,5,5,5,5,5,5,5,,1.0,1,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
342,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
343,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
344,3,3,3,3,1,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
345,3,3,3,3,2,2,3,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
346,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
347,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
348,4,2,3,4,4,4,4,4,,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
349,2,2,4,4,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
350,4,4,4,4,3,3,3,3,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
351,1,1,2,2,3,5,2,4,,0.0,1,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
352,2,2,2,2,2,2,2,2,,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
353,2,2,2,1,2,2,2,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
354,1,2,3,2,1,3,3,2,,1.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
355,2,2,2,3,3,2,2,3,,,1,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
356,1,1,1,1,1,1,1,1,,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
357,2,2,2,2,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
358,2,2,2,2,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
359,4,3,4,4,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
360,1,1,2,1,1,1,2,1,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
361,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
362,3,2,2,3,3,2,2,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
363,4,4,4,4,4,4,3,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
364,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
