,BPC9,BPC10,BPC11,BPC12,BPC13,BPC14,BPC15,BPC16,BPCdem1,BPCdem2,indpt_EO,xdemWhite,demBlackBin,xdemHispBin,demRaceOther,age_18-34,age_35-44,age_45-64,age_65+,xeduc3_nocollege,xeduc3_bach,xeduc3_postgrad,xpid3_D,xpid3_I,xpid3_R,xsubVote20O_Biden,xsubVote20O_Trump,xsubVote20O_Other,xsubVote20O_NoVote,xdemGender_M,xdemGender_F
554,1,1,1,4,1,3,1,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
555,1,1,1,2,1,1,1,2,,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
556,2,2,2,2,2,2,2,2,,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
557,1,1,1,2,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
558,4,4,4,4,4,4,4,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
559,1,1,1,1,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
560,3,2,3,2,3,3,2,5,,,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
561,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
562,2,2,2,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
563,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
564,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
565,4,4,4,4,4,4,4,4,1.0,,1,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
566,2,2,2,2,2,2,2,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
567,1,1,1,1,2,2,2,2,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
568,1,1,2,2,1,1,2,2,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
569,1,1,1,4,1,1,1,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
570,5,5,5,5,5,5,5,5,,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
571,2,3,3,3,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
572,2,2,2,2,2,2,2,2,,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
573,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
574,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
575,1,1,1,2,1,1,1,2,,1.0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
576,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
577,1,1,1,1,1,1,1,5,,1.0,1,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
578,1,1,1,1,1,1,1,1,,0.0,0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
579,1,1,1,1,2,2,2,2,,0.0,1,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
580,2,2,2,2,2,2,2,2,,1.0,1,1.0,0.0,1.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
581,2,2,2,2,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
582,4,4,4,4,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
583,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
584,2,2,2,2,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
585,3,2,2,4,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
586,1,1,1,1,1,1,1,1,,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
587,1,1,1,2,1,1,1,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
588,2,1,5,1,2,1,1,1,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
589,1,2,2,2,1,2,2,2,,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
590,3,3,3,3,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
591,5,3,3,3,5,5,5,5,,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
592,3,1,1,3,1,1,1,1,,1.0,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
593,2,2,2,2,2,2,2,2,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
594,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
595,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
596,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
597,1,2,2,2,1,2,2,2,,1.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
598,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
599,3,3,3,3,3,3,3,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
600,5,5,5,5,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
601,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
602,1,1,1,1,2,2,1,2,1.0,,0,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
603,3,3,4,3,3,3,4,3,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
604,2,5,5,5,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
605,1,1,1,1,1,1,1,1,,0.0,0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
606,4,4,1,4,3,3,2,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
607,5,5,5,5,5,5,5,5,,,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
608,3,3,3,2,4,4,4,4,,,1,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
609,1,1,1,1,1,1,1,1,,1.0,1,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
610,3,1,2,4,2,2,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
611,4,2,4,4,4,4,4,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
612,5,5,5,5,2,2,2,2,0.0,,0,0.0,0.0,1.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
613,2,2,2,3,2,2,2,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
614,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
615,4,4,4,4,4,4,4,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
616,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
617,2,2,2,1,1,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
618,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,1.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
619,3,3,3,3,3,3,3,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
620,2,2,2,2,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
621,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
622,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
623,1,1,1,1,1,1,1,1,,1.0,1,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
624,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
625,1,1,1,1,1,1,1,1,,1.0,1,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
626,2,2,2,3,2,2,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
627,2,2,2,2,2,1,2,2,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
628,2,1,2,2,2,1,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
629,3,2,2,4,1,1,1,1,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
630,2,3,3,3,2,3,3,3,,,0,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
631,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
632,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
633,4,4,4,4,4,4,4,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
634,1,1,2,1,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
635,2,1,1,1,5,5,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
636,2,1,1,2,2,1,2,1,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
637,2,2,2,2,2,2,2,2,,1.0,1,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
638,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
639,5,2,2,3,2,2,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
640,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
641,3,2,2,2,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
642,2,2,2,3,2,2,2,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
643,2,2,2,2,2,2,2,2,,,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
644,1,1,1,1,1,1,1,1,,0.0,0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
645,1,2,1,1,1,1,2,1,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
646,1,1,1,2,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
647,1,1,1,1,1,1,1,1,,1.0,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
648,3,3,3,3,4,4,4,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
649,1,1,1,1,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
650,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
651,1,2,1,2,2,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
652,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
653,1,1,1,1,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
654,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
655,1,1,1,1,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
656,1,2,2,1,2,1,1,1,,,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
657,5,5,5,5,2,2,2,5,,0.0,1,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
658,1,2,2,3,2,2,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
659,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
660,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
661,3,3,4,3,4,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
662,2,2,2,3,2,2,2,2,,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
663,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
664,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
665,2,2,2,2,2,2,2,2,,0.0,0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
666,2,2,2,2,5,2,2,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
667,3,1,1,3,1,1,1,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
668,4,3,3,4,3,3,3,3,1.0,,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
669,4,4,4,4,4,4,4,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
670,1,1,1,1,1,1,1,1,,1.0,1,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
671,5,3,3,5,3,3,3,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
672,1,1,1,1,1,1,2,1,,0.0,1,1.0,0.0,1.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
673,2,2,2,3,2,3,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
674,1,1,1,1,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
675,1,1,2,2,1,1,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
676,5,5,5,5,5,1,2,5,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
677,2,2,2,2,2,2,2,2,,0.0,1,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
678,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
679,2,2,2,2,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
680,2,2,2,2,2,2,2,2,,0.0,0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
681,2,1,2,2,1,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
682,4,3,3,4,4,4,4,4,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
683,4,4,4,4,4,4,4,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
684,3,2,2,4,3,1,2,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
685,1,2,1,2,4,4,4,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
686,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
687,3,2,2,4,3,3,3,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
688,1,1,1,3,1,1,1,3,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
689,5,5,5,2,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
690,3,2,5,5,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
691,3,3,3,3,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
692,3,2,2,3,2,2,2,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
693,2,2,2,2,3,3,3,2,,1.0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
694,2,1,1,1,1,1,1,1,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
695,1,3,2,3,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
696,1,1,2,2,1,1,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
697,1,1,1,1,1,1,1,1,,0.0,1,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
698,2,3,3,3,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
699,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
700,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
701,4,1,2,2,2,3,1,3,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
702,1,1,1,2,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
703,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
704,2,2,2,3,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
705,5,5,5,5,2,2,2,2,,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
706,1,1,1,1,1,1,1,1,,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
707,4,4,4,4,4,4,4,4,,,0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
708,1,1,1,1,1,1,1,1,,,1,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
709,1,1,1,1,1,1,1,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
710,2,2,2,2,2,2,2,1,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
711,2,2,2,4,2,2,2,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
712,1,1,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
713,1,2,2,2,2,2,2,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
714,1,1,1,1,1,1,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
715,2,1,2,3,2,1,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
716,3,2,3,4,3,4,4,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
717,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
718,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
719,3,3,3,3,3,3,3,3,,,0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
720,1,1,2,1,2,1,2,4,,0.0,1,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
721,1,1,1,2,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
722,1,1,1,1,1,1,1,1,,0.0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
723,5,2,2,4,2,2,2,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
724,1,1,1,1,1,1,1,1,0.0,,1,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
725,1,1,1,2,1,1,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
726,4,4,4,4,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
727,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
728,2,2,2,2,2,2,2,2,,0.0,0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
729,2,5,5,5,5,5,5,5,,0.0,0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
730,5,5,5,5,5,5,5,5,,,0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
731,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
732,3,2,3,3,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
733,1,1,1,1,2,1,1,1,,,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
734,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
735,1,1,1,2,1,1,1,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
736,4,4,4,4,4,4,4,4,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
737,1,1,2,1,2,2,3,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
738,2,2,2,2,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
739,4,4,4,4,4,4,4,4,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
740,3,2,2,3,2,1,1,3,1.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
741,2,1,1,2,2,2,1,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
742,3,3,3,3,3,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
