"xdemAll","age","AUD","BPC1_1NET","BPC1_2NET","BPC1_3NET","BPC1_4NET","BPC1_5NET","BPC1_6NET","BPC1_7NET","BPC1_8NET","BPC1_9NET","BPC1_10NET","BPC1_11NET","BPC1_12NET","BPC1_13NET","BPC1_14_TEXT","BPC1_14NET","BPC1_15NET","BPC1_16NET","BPC2","BPC3_1NET","BPC3_2NET","BPC3_3NET","BPC3_4NET","BPC3_5NET","BPC3_6NET","BPC3_7NET","BPC3_8NET","BPC3_9NET","BPC3_10NET","BPC3_11NET","BPC3_12NET","BPC3_13NET","BPC3_14_TEXT","BPC3_14NET","BPC3_15NET","BPC3_16NET","BPC4","BPC5_1NET","BPC5_2NET","BPC5_3NET","BPC5_4NET","BPC5_5NET","BPC5_6NET","BPC5_7NET","BPC5_8NET","BPC5_9NET","BPC5_10NET","BPC5_11NET","BPC5_12NET","BPC5_13NET","BPC5_14_TEXT","BPC5_14NET","BPC5_15NET","BPC5_16NET","BPC6a","BPC6a_cand1n","BPC6a_cand2n","BPC6b","BPC6b_cand1n","BPC6b_cand2n","BPC6c","BPC6c_cand1n","BPC6c_cand2n","BPC6d","BPC6d_cand1n","BPC6d_cand2n","BPC6e","BPC6e_cand1n","BPC6e_cand2n","BPC6f","BPC6f_cand1n","BPC6f_cand2n","BPC7","BPC8","BPC9","BPC10","BPC11","BPC12","BPC13","BPC14","BPC15","BPC16","BPC17_1NET","BPC17_2NET","BPC17_3NET","BPC17_4NET","BPC17_5NET","BPC17_6NET","BPC17_7NET","BPC17_8NET","BPC17_9_TEXT","BPC17_9NET","BPC17_10NET","BPCdem1","BPCdem2","BPCxdem1","BPCxdem2","BPCxdem3","BPCxdem4","BPCxdem5","BPCxdem6","BPCxdem7","BPCxdem8","BPCxdem9","demAgeGeneration","demBlackBin","demRaceOther","xBPC7dem","xBPC7rep","xBPC7state","xdemBidenApprove","xdemBidenApprove2","xdemBidenFav","xdemBidenFavFull","xdemEmploy","xdemEvang","xdemGender","xdemHispBin","xdemIdeo3","xdemInc3","xdemMilHH1","xdemReligion","xdemReligOther","xdemUsr","xdemWhite","xeduc3","xnr1","xnr3","xpid3","xpidGender","xreg4","xsubVote14O","xsubVote16O","xsubVote18O","xsubVote20O","wts"
1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,2,2,1,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,3,9,14,3,7,6,3,5,8,3,1,7,3,3,7,3,3,1,3,7,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,1,2,7,NA,2,NA,NA,1,2,4,NA,2,1,1,2,6,2,4,2,2,4,NA,4,1.2655306293655464
1,3,1,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,1,2,1,2,2,2,1,2,NA,2,2,2,2,1,10,1,2,15,1,6,7,1,5,8,2,14,11,2,3,4,5,5,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,3,NA,NA,5,NA,NA,1,1,1,1,1,2,1,NA,3,1,2,5,NA,2,1,1,1,1,1,1,3,1,1,1,1,1.510155750843976
1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,1,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,3,7,1,3,7,4,2,9,6,3,10,13,1,6,15,3,14,12,3,6,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,3,NA,NA,2,3,2,3,1,2,1,NA,2,3,1,1,NA,3,1,3,2,2,2,3,1,1,2,1,1,0.9074468749778065
1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,NA,2,2,2,NA,1,2,2,2,1,2,2,2,2,1,2,2,2,NA,2,2,2,1,2,1,2,8,5,2,13,3,2,8,9,2,8,3,2,1,3,3,7,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,NA,2,1,NA,3,NA,NA,3,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,3,1,2,3,2,2,NA,2,1,2,1,NA,2,1,1,2,2,1,2,1,2,4,NA,1,0.6722670584939656
1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,1,1,1,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,1,1,1,2,2,2,2,NA,2,2,2,3,12,13,3,8,7,3,10,12,2,3,15,1,10,14,3,1,2,5,7,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,5,NA,NA,2,3,2,3,7,NA,2,NA,1,1,2,4,NA,3,NA,2,2,4,2,4,3,2,4,NA,1,0.695947206693421
1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,2,2,2,2,15,6,2,14,10,2,15,10,1,14,15,1,5,2,1,8,3,4,4,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,4,2,3,2,4,4,NA,2,NA,3,2,2,4,NA,3,1,1,2,5,1,2,3,2,4,NA,4,1.1980915782796455
1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,NA,2,2,2,NA,1,2,2,2,2,1,2,2,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,1,2,2,2,2,1,1,2,2,NA,2,2,2,1,11,12,1,1,5,3,14,15,3,14,15,3,14,15,3,2,8,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,NA,2,2,2,NA,2,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,4,2,4,4,2,2,NA,2,1,2,5,NA,3,1,1,2,5,3,6,1,2,2,2,2,0.5669593005102682
1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,NA,2,2,2,NA,1,2,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,NA,1,2,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,3,14,11,3,11,15,3,4,3,3,14,13,3,4,3,3,11,1,5,7,5,5,5,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,5,1,2,1,1,7,NA,2,NA,1,1,1,2,1,2,NA,1,2,5,1,2,1,2,4,NA,4,0.660249269589992
1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,1,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,3,7,12,3,3,5,3,5,15,3,15,8,3,1,4,3,1,2,2,5,1,1,1,4,1,1,1,4,1,2,2,1,2,2,1,1,NA,2,2,4,NA,3,NA,NA,NA,1,NA,NA,1,NA,4,NA,1,NA,2,NA,2,4,2,4,1,NA,1,NA,3,3,2,3,NA,2,NA,3,2,1,3,5,1,1,2,2,2,1.1001944499166485
1,3,1,2,2,2,2,2,1,2,2,2,2,2,1,1,NA,2,2,2,NA,2,1,2,2,1,2,2,2,2,2,2,2,1,NA,2,2,2,NA,1,2,2,2,2,1,2,2,2,2,2,2,1,NA,2,2,2,1,12,8,3,4,15,3,1,7,1,11,4,3,4,1,3,9,3,4,7,4,4,4,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,NA,1,NA,NA,3,1,NA,4,NA,NA,1,2,1,2,2,1,1,NA,2,2,2,5,NA,2,NA,2,2,1,2,3,3,2,4,NA,4,0.09699790426863811
1,3,1,2,2,2,2,2,2,1,2,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,4,2,1,1,8,2,2,1,2,12,7,1,4,1,1,1,14,4,6,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,4,NA,2,4,2,4,1,1,1,NA,3,2,2,1,NA,2,1,2,2,1,3,5,3,1,2,2,2,1.5980391407906056
1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,1,2,1,2,2,1,2,2,NA,2,2,2,NA,2,2,2,2,1,1,2,1,2,2,2,2,2,NA,2,2,2,2,5,12,3,2,11,2,10,1,2,5,9,1,3,4,1,9,11,1,5,1,4,4,4,1,4,4,4,2,1,2,2,2,2,2,2,NA,2,2,1,NA,1,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,4,2,4,7,NA,2,NA,3,1,2,4,NA,2,1,1,2,1,3,6,2,1,2,2,2,0.991104211620022
1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,2,15,1,1,6,15,3,3,15,3,13,6,2,9,5,3,11,4,3,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,NA,2,2,4,NA,3,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,4,2,4,1,2,2,NA,2,3,2,1,NA,3,1,1,2,1,2,4,2,1,2,2,2,1.7176548352249097
1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,1,2,2,2,2,1,1,2,2,2,2,2,NA,2,2,2,2,15,8,1,9,4,2,15,5,2,9,3,2,11,2,1,6,14,4,1,3,2,3,3,2,2,3,3,1,2,2,1,2,2,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,1,NA,NA,4,NA,1,2,1,1,8,NA,2,NA,NA,2,2,4,NA,2,NA,1,1,6,2,4,3,2,1,1,1,1.4912315534644316
1,3,1,2,2,1,2,1,2,2,2,2,1,2,2,2,NA,2,2,2,NA,2,2,1,2,2,2,2,2,1,2,2,2,1,NA,2,2,2,NA,2,2,2,2,1,2,1,1,2,2,2,2,2,NA,2,2,2,3,3,4,1,5,15,2,6,12,3,3,8,1,15,9,3,8,4,2,3,3,2,4,1,5,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,3,NA,NA,2,NA,NA,2,4,2,4,8,2,1,NA,2,2,2,1,NA,2,1,1,2,1,3,5,1,1,2,2,2,0.3554240993304484
1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,3,8,13,3,15,7,3,4,2,3,10,5,3,15,2,3,2,11,5,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,1,NA,1,NA,5,NA,1,2,NA,NA,7,NA,2,NA,1,1,2,4,NA,1,NA,1,1,5,1,2,4,2,4,NA,4,0.43813499101642484
1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,2,NA,2,2,2,NA,1,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,1,6,4,2,9,5,2,13,14,3,3,10,3,7,8,3,7,4,2,2,2,2,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,4,NA,NA,2,NA,NA,2,4,2,4,1,2,1,NA,3,2,2,1,NA,3,1,3,2,1,2,3,1,1,2,2,2,1.1604739618038042
1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,2,NA,2,2,2,1,15,2,2,1,10,1,5,1,2,4,6,3,1,13,3,10,9,4,6,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,3,NA,1,4,NA,NA,2,4,2,4,1,1,1,NA,2,2,2,1,NA,2,NA,3,2,2,2,3,3,2,3,NA,3,0.7134999783669734
1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,1,1,2,2,2,2,2,2,1,2,NA,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,2,2,1,NA,2,2,2,2,10,12,3,3,15,2,7,14,2,1,5,1,7,9,3,13,9,3,6,3,2,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,1,NA,NA,NA,2,NA,1,NA,NA,3,2,4,2,4,1,NA,2,1,3,2,2,2,1,1,NA,2,2,1,3,6,4,1,2,2,2,1.5578812529173736
1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,NA,1,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,3,10,4,3,3,13,2,13,11,3,6,2,3,1,2,3,6,9,4,7,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,4,2,3,2,3,1,NA,1,NA,NA,1,1,4,NA,3,1,1,2,1,2,3,4,1,4,NA,4,0.09899086480831948
1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,1,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,2,15,5,1,14,7,3,4,10,2,10,6,1,1,9,3,8,13,4,6,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,4,NA,2,4,2,4,6,NA,1,1,3,3,2,2,1,2,1,2,2,1,3,5,3,1,2,2,2,2.2898346319693355
1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,1,1,2,2,2,2,2,2,2,NA,2,2,2,3,1,4,1,5,4,3,2,12,3,12,4,1,6,4,2,2,6,3,2,4,4,4,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,3,NA,2,4,2,4,1,2,1,NA,3,2,1,1,NA,3,1,1,2,2,2,3,2,1,2,2,2,1.3452854313139748
1,3,1,2,1,2,2,2,2,2,2,2,1,2,2,1,NA,2,2,2,NA,2,2,2,2,2,1,2,1,2,1,2,2,2,NA,2,2,2,NA,2,1,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,2,6,4,2,2,1,3,11,9,1,11,3,3,8,1,3,15,4,3,3,3,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2,NA,2,2,4,NA,3,NA,NA,NA,1,NA,NA,1,NA,3,NA,NA,NA,3,NA,2,4,2,4,6,NA,1,NA,3,1,2,1,1,2,1,1,2,5,3,5,4,1,2,2,2,2.704365700509223
1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,1,2,1,2,2,2,2,2,1,2,NA,2,2,2,2,5,6,3,1,13,3,7,4,2,4,12,3,1,13,3,7,13,4,6,3,3,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,2,NA,NA,NA,4,NA,1,1,1,2,1,1,2,NA,1,1,2,5,NA,2,1,2,1,1,2,4,3,2,4,NA,4,0.3211236304840857
1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,2,NA,2,2,2,NA,1,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,3,1,14,3,6,8,3,4,9,3,6,4,3,13,4,3,5,6,3,2,2,2,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,3,NA,2,4,2,4,2,2,1,NA,3,2,2,1,NA,2,1,3,2,1,3,5,1,1,2,2,2,0.39043128774200414
1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,1,2,2,2,2,2,2,1,2,1,2,2,2,NA,2,2,2,1,1,2,2,2,12,1,5,4,2,15,4,2,15,8,1,1,2,2,7,3,3,3,3,3,3,3,3,1,1,1,2,1,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,3,2,3,8,NA,2,NA,2,1,2,4,NA,2,1,1,2,1,2,4,4,2,4,NA,4,0.42101217173710515
1,3,1,2,2,2,2,2,1,1,2,2,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,1,1,2,2,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,1,1,2,2,1,2,2,2,NA,2,2,2,3,3,2,3,6,4,3,13,9,3,9,7,3,8,6,3,11,1,2,7,1,3,3,4,1,3,3,4,1,2,2,2,2,2,2,2,NA,2,2,1,NA,1,1,NA,NA,1,NA,NA,NA,1,4,NA,NA,NA,NA,2,2,4,2,4,6,1,1,NA,3,1,2,5,NA,2,1,2,2,1,3,5,1,1,2,2,2,1.4642214276407126
1,3,1,2,1,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,3,3,7,3,4,9,3,10,3,3,1,5,1,11,3,1,7,2,4,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,4,NA,2,4,2,4,6,2,1,NA,3,1,2,1,NA,1,1,1,2,1,3,5,2,2,4,NA,2,0.22230977506785368
1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,NA,2,2,2,NA,2,1,2,2,2,1,1,2,2,2,2,2,2,NA,2,2,2,NA,1,1,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,3,6,7,3,9,10,3,12,4,3,5,7,3,14,2,3,10,13,3,7,5,5,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,2,4,2,4,1,NA,2,NA,2,1,2,1,NA,2,1,1,1,1,3,6,3,1,2,1,2,0.5818318629633524
1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,8,11,2,4,5,3,2,9,2,8,7,1,1,7,2,2,11,1,6,2,2,2,4,4,3,3,3,1,2,2,2,1,2,1,1,NA,2,2,1,NA,1,1,NA,NA,1,NA,NA,NA,1,4,NA,NA,1,NA,NA,2,4,2,4,1,1,1,NA,3,1,1,1,NA,3,1,1,2,1,3,5,3,1,2,2,2,0.6910033961346806
1,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,NA,2,2,2,NA,2,2,2,2,1,2,2,1,2,2,2,1,2,NA,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,2,1,2,NA,2,2,2,3,4,1,1,10,8,1,8,15,1,10,2,3,3,7,1,12,7,5,2,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,1,1,NA,NA,NA,3,NA,NA,5,NA,NA,1,2,1,1,1,NA,1,NA,2,2,2,4,NA,2,1,2,1,3,2,3,1,2,1,1,1,0.40967250465652966
1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,2,NA,2,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,3,5,1,3,13,7,3,11,10,3,8,9,3,1,9,2,4,11,6,6,3,4,4,4,3,3,3,3,1,2,2,1,1,1,1,1,NA,2,2,2,NA,2,1,NA,NA,1,NA,NA,NA,1,3,NA,NA,6,NA,NA,2,4,2,4,6,NA,1,NA,3,2,2,1,NA,1,1,1,2,1,3,5,1,1,2,NA,2,1.097276560944522
1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,1,2,2,1,2,2,2,2,2,NA,2,2,2,NA,1,2,2,1,2,2,2,1,2,2,2,2,2,NA,2,2,2,1,8,14,2,12,2,3,15,7,1,2,1,3,15,8,2,7,12,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,1,1,2,1,2,1,NA,2,NA,1,2,2,4,NA,1,1,3,1,1,1,2,3,2,1,1,1,0.4811745047703646
1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,NA,2,2,2,NA,1,1,2,2,2,2,2,2,2,1,2,2,2,NA,2,2,2,NA,1,1,2,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,1,6,7,1,8,9,1,8,13,1,14,10,2,11,10,2,10,12,3,1,2,2,2,2,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,NA,1,NA,NA,1,NA,NA,3,NA,NA,2,4,2,4,5,2,2,NA,1,1,2,5,NA,1,1,1,2,5,1,2,3,2,4,NA,2,0.5818318629633524
1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,NA,2,2,2,NA,2,2,1,2,2,2,2,1,2,2,1,2,2,NA,2,2,2,NA,2,2,1,2,2,2,1,2,2,2,1,2,2,NA,2,2,2,2,10,2,2,6,4,2,15,2,1,10,13,3,8,3,2,15,14,3,1,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,3,1,2,1,1,3,2,2,1,2,2,2,1,NA,1,NA,2,1,1,1,2,3,1,1,1,1,0.869942749526144
1,3,1,2,2,2,2,2,2,2,2,1,2,2,1,2,NA,2,2,2,NA,1,2,1,1,2,2,2,2,2,2,2,2,2,NA,2,2,2,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,10,1,2,8,5,1,9,8,2,5,14,2,8,6,1,10,7,3,5,4,4,4,4,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,NA,1,NA,NA,3,NA,NA,NA,NA,3,2,4,NA,NA,3,NA,1,NA,1,2,1,1,1,2,1,3,2,6,3,5,2,1,2,2,3,0.7949550274957751
1,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,NA,2,2,2,NA,2,2,2,1,1,2,2,2,2,2,2,1,2,NA,2,2,2,NA,1,2,2,2,2,2,2,1,1,2,2,2,2,NA,2,2,2,1,5,7,1,11,5,1,5,4,2,3,2,3,7,8,1,6,3,3,1,1,1,1,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,2,3,2,3,1,2,1,NA,2,3,2,1,NA,3,1,1,2,1,2,3,1,1,1,1,2,1.1669470205564256
1,3,1,1,2,2,2,2,2,2,2,2,1,2,1,2,NA,2,2,2,NA,1,2,2,2,2,2,2,2,2,1,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,1,2,1,1,NA,2,2,2,3,10,5,3,6,2,1,11,7,3,5,3,3,2,9,3,1,5,3,6,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,1,NA,NA,NA,3,2,4,2,3,3,1,1,NA,1,1,2,1,NA,3,NA,1,2,1,2,3,3,2,4,NA,4,1.793313096705343
1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,3,2,4,3,12,1,3,8,12,3,13,5,3,6,5,3,1,10,6,7,2,2,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,3,NA,NA,6,NA,NA,2,4,2,4,1,1,1,NA,3,1,2,1,NA,3,1,1,2,8,3,5,3,1,2,2,2,1.1975585519786027
1,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,2,NA,2,2,2,1,1,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,7,8,2,1,2,3,8,7,1,6,4,3,2,12,1,6,1,4,1,1,2,2,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,3,NA,NA,NA,NA,4,1,2,1,2,3,NA,1,NA,1,1,2,4,NA,2,1,2,1,5,1,1,2,2,4,NA,1,0.4722806112153631
1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,NA,2,2,2,NA,1,2,2,2,2,2,2,1,1,2,2,2,2,NA,2,2,2,NA,2,1,2,1,2,2,2,1,2,2,2,2,2,NA,2,2,2,2,10,6,1,5,3,2,11,10,2,15,5,1,10,5,2,15,12,6,7,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,7,1,2,NA,1,1,2,5,NA,2,NA,1,2,5,1,2,2,2,4,NA,1,0.6839393602268369
