"xdemAll","age","AUD","BPC1_1NET","BPC1_2NET","BPC1_3NET","BPC1_4NET","BPC1_5NET","BPC1_6NET","BPC1_7NET","BPC1_8NET","BPC1_9NET","BPC1_10NET","BPC1_11NET","BPC1_12NET","BPC1_13NET","BPC1_14_TEXT","BPC1_14NET","BPC1_15NET","BPC1_16NET","BPC2","BPC3_1NET","BPC3_2NET","BPC3_3NET","BPC3_4NET","BPC3_5NET","BPC3_6NET","BPC3_7NET","BPC3_8NET","BPC3_9NET","BPC3_10NET","BPC3_11NET","BPC3_12NET","BPC3_13NET","BPC3_14_TEXT","BPC3_14NET","BPC3_15NET","BPC3_16NET","BPC4","BPC5_1NET","BPC5_2NET","BPC5_3NET","BPC5_4NET","BPC5_5NET","BPC5_6NET","BPC5_7NET","BPC5_8NET","BPC5_9NET","BPC5_10NET","BPC5_11NET","BPC5_12NET","BPC5_13NET","BPC5_14_TEXT","BPC5_14NET","BPC5_15NET","BPC5_16NET","BPC6a","BPC6a_cand1n","BPC6a_cand2n","BPC6b","BPC6b_cand1n","BPC6b_cand2n","BPC6c","BPC6c_cand1n","BPC6c_cand2n","BPC6d","BPC6d_cand1n","BPC6d_cand2n","BPC6e","BPC6e_cand1n","BPC6e_cand2n","BPC6f","BPC6f_cand1n","BPC6f_cand2n","BPC7","BPC8","BPC9","BPC10","BPC11","BPC12","BPC13","BPC14","BPC15","BPC16","BPC17_1NET","BPC17_2NET","BPC17_3NET","BPC17_4NET","BPC17_5NET","BPC17_6NET","BPC17_7NET","BPC17_8NET","BPC17_9_TEXT","BPC17_9NET","BPC17_10NET","BPCdem1","BPCdem2","BPCxdem1","BPCxdem2","BPCxdem3","BPCxdem4","BPCxdem5","BPCxdem6","BPCxdem7","BPCxdem8","BPCxdem9","demAgeGeneration","demBlackBin","demRaceOther","xBPC7dem","xBPC7rep","xBPC7state","xdemBidenApprove","xdemBidenApprove2","xdemBidenFav","xdemBidenFavFull","xdemEmploy","xdemEvang","xdemGender","xdemHispBin","xdemIdeo3","xdemInc3","xdemMilHH1","xdemReligion","xdemReligOther","xdemUsr","xdemWhite","xeduc3","xnr1","xnr3","xpid3","xpidGender","xreg4","xsubVote14O","xsubVote16O","xsubVote18O","xsubVote20O","wts"
1,3,1,2,2,2,2,2,2,2,2,2,1,2,1,1,NA,2,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,1,2,2,2,2,2,2,1,2,2,2,1,2,NA,2,2,2,1,13,15,2,4,6,2,3,11,1,5,15,1,6,15,3,9,15,2,1,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,3,NA,NA,2,NA,NA,2,4,2,4,1,2,2,NA,2,3,2,5,NA,2,1,1,2,1,3,6,2,1,2,2,2,1.3893794037828602
1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,2,2,2,2,3,8,1,5,15,3,10,6,3,10,11,1,14,11,2,11,4,1,6,2,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,2,3,2,3,1,2,1,NA,2,1,1,1,NA,1,1,1,2,1,2,3,4,1,1,1,1,0.12068008197586289
1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,3,1,2,3,6,4,3,4,2,3,2,1,3,2,1,3,4,1,1,5,4,2,4,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,NA,1,2,4,2,4,6,2,2,NA,3,1,2,1,NA,3,1,2,2,2,3,6,1,1,2,2,2,2.164638090242936
1,3,1,2,2,2,2,2,2,2,2,2,1,1,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,1,2,1,NA,2,2,2,NA,2,2,2,1,2,2,1,2,2,1,2,2,2,NA,2,2,2,3,4,3,1,14,15,3,13,9,3,4,9,3,2,1,1,1,2,5,6,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,5,NA,2,4,2,4,6,NA,2,NA,3,1,2,4,NA,2,1,1,2,2,3,6,3,2,2,2,2,0.2173613543406547
1,4,1,2,2,2,1,2,2,2,1,2,2,2,2,1,NA,2,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,1,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,3,1,2,3,7,10,1,12,3,3,7,3,2,5,12,2,3,5,4,2,1,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,4,NA,NA,2,4,2,4,6,2,1,NA,1,2,2,1,NA,2,1,2,2,1,3,5,2,1,2,2,1,1.5322948485402057
1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,3,3,13,3,3,15,3,14,8,1,5,4,1,12,7,3,9,8,4,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,4,NA,NA,2,4,2,4,6,NA,1,NA,3,3,2,4,NA,3,1,3,2,7,2,3,1,1,1,2,1,1.053434856234149
1,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,NA,1,1,2,1,2,2,2,2,2,2,2,2,2,NA,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,2,1,2,NA,2,2,2,1,6,14,3,1,15,3,7,8,1,12,14,1,6,1,3,8,10,3,7,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,NA,2,2,4,NA,3,NA,NA,NA,1,NA,NA,1,NA,4,NA,NA,NA,NA,3,2,3,2,3,7,2,2,NA,3,2,1,1,NA,2,1,1,2,4,3,6,4,1,2,2,1,0.5480659165136094
1,4,1,2,1,2,2,2,2,2,1,2,2,2,2,1,NA,2,2,2,NA,1,2,2,2,2,1,2,2,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,3,8,4,3,8,1,1,11,14,2,8,6,3,9,10,3,6,15,4,7,2,4,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,2,3,2,3,6,1,1,NA,3,1,1,1,NA,3,1,1,2,4,3,5,3,1,2,NA,4,1.024283073230792
1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,3,7,2,3,1,2,3,4,5,3,14,7,3,13,6,3,1,7,2,2,4,2,3,4,3,2,3,4,2,2,2,2,2,1,1,2,NA,2,2,4,NA,3,NA,NA,NA,1,NA,NA,NA,1,4,NA,NA,2,NA,NA,2,3,2,3,6,NA,1,NA,3,1,2,4,NA,2,1,1,2,4,3,5,1,2,4,NA,2,0.1388169695304151
1,4,1,2,2,2,2,2,2,2,1,2,1,2,1,2,NA,2,2,2,NA,2,2,2,2,2,1,2,2,2,1,2,1,2,NA,2,2,2,NA,1,2,2,2,2,1,2,2,2,1,2,2,2,NA,2,2,2,2,9,1,1,14,13,1,3,2,2,6,5,1,3,12,1,7,15,2,6,3,3,3,3,3,2,2,3,2,2,2,2,1,1,2,1,NA,2,2,2,NA,2,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,2,4,2,4,6,1,2,NA,3,1,2,1,NA,1,1,2,2,2,3,6,3,1,2,2,2,2.362468086147449
1,3,1,2,1,2,2,2,2,2,1,2,2,2,1,2,NA,2,2,2,NA,1,2,2,2,2,2,2,1,2,2,2,1,2,NA,2,2,2,NA,1,2,2,2,2,2,2,1,2,2,2,1,2,NA,2,2,2,3,1,14,1,13,11,2,9,2,2,1,9,2,2,12,3,7,1,3,2,1,1,1,1,1,1,1,3,2,1,2,2,2,2,1,2,NA,2,2,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,NA,3,NA,2,3,2,3,1,2,2,NA,1,2,2,1,NA,2,1,1,2,5,2,4,3,1,1,1,1,0.5580490952479747
1,4,1,1,2,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,NA,1,2,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,NA,1,2,2,2,2,2,2,2,2,1,2,2,2,NA,2,2,2,3,3,5,3,1,15,3,8,9,3,5,1,3,15,2,2,9,11,4,1,3,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4,NA,1,NA,4,NA,2,4,2,4,2,1,1,NA,3,1,2,5,NA,2,NA,3,2,3,2,3,3,1,3,3,1,1.0899896844119343
1,3,1,2,2,2,2,1,2,2,1,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,1,2,2,2,2,2,2,1,2,NA,2,2,2,NA,1,2,2,2,2,1,2,2,2,2,2,1,2,NA,2,2,2,1,6,9,1,4,8,2,6,12,3,9,2,2,5,4,2,11,6,1,5,2,1,1,4,2,1,2,3,1,1,2,2,1,1,1,1,NA,2,2,2,NA,2,1,NA,NA,1,NA,NA,1,NA,4,NA,NA,NA,NA,1,2,4,2,4,1,1,2,NA,3,2,1,1,NA,3,1,2,2,1,3,6,2,1,2,2,2,1.7433174414135058
1,4,1,2,2,2,2,1,2,2,2,2,2,2,1,1,NA,2,2,2,NA,2,2,2,1,2,2,2,1,2,2,2,1,2,NA,2,2,2,NA,1,2,2,2,1,2,2,1,2,2,2,2,2,NA,2,2,2,1,6,15,3,15,11,3,8,11,3,3,13,3,15,8,1,5,7,4,5,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,4,NA,NA,2,4,2,4,6,2,1,NA,3,3,1,1,NA,2,1,3,2,1,3,5,3,1,2,2,2,1.382507488088943
1,3,1,2,1,2,2,1,2,2,2,2,2,2,1,2,NA,2,2,2,NA,1,2,2,1,1,2,2,2,2,2,2,2,2,NA,2,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,2,1,NA,2,2,2,2,6,12,2,9,14,1,11,14,1,12,15,1,5,14,3,9,1,4,5,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,4,1,2,1,2,6,2,2,NA,2,1,2,1,NA,2,1,2,1,1,1,2,3,1,1,1,1,1.2905642746149892
1,4,1,2,1,1,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,NA,2,2,2,2,1,2,2,1,2,2,2,2,1,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,3,10,12,3,2,9,1,1,2,1,14,7,2,9,1,2,4,5,4,6,1,1,1,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,4,NA,NA,4,NA,NA,2,4,2,4,6,NA,1,NA,3,3,1,1,1,1,1,2,2,4,3,5,4,1,2,2,2,0.8740023236016639
1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,3,9,7,3,2,13,3,6,8,3,9,15,3,4,8,3,8,7,4,7,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,1,1,NA,NA,NA,4,NA,1,NA,NA,4,2,3,1,2,6,NA,2,NA,1,1,2,2,1,1,NA,1,2,1,1,2,4,1,1,1,1,0.6477301922545792
1,4,1,2,2,2,2,2,2,2,1,2,2,1,2,1,NA,2,2,2,NA,2,2,2,2,1,2,2,1,2,2,1,2,2,NA,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,2,2,1,NA,2,2,2,2,4,11,3,1,13,3,2,15,3,3,13,2,1,14,2,9,14,5,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,5,NA,2,4,2,4,6,1,1,NA,3,1,2,1,NA,3,1,1,2,4,3,5,3,2,2,2,2,2.108081366540353
1,4,1,2,1,2,2,2,2,2,1,2,1,2,2,2,NA,2,2,2,NA,1,2,2,2,1,2,2,2,2,2,1,2,2,NA,2,2,2,NA,1,1,2,2,2,2,1,2,2,2,2,2,2,NA,2,2,2,3,3,8,1,11,9,2,5,14,3,8,4,1,3,7,1,1,5,6,7,4,4,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,4,NA,NA,NA,NA,6,2,4,2,4,6,2,2,NA,2,2,2,1,NA,2,1,1,2,1,3,6,1,1,2,2,2,2.782075124342067
1,4,1,1,1,2,2,2,2,2,2,2,1,2,2,2,NA,2,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,1,2,NA,2,2,2,NA,1,1,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,3,13,8,3,14,2,2,5,12,3,2,15,2,9,5,1,11,1,5,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,NA,5,1,2,1,2,6,1,1,NA,3,1,2,1,NA,1,1,1,2,4,2,3,3,1,2,2,2,0.4974248542464896
1,4,1,2,2,2,2,2,2,2,1,2,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,3,3,1,3,1,14,3,1,2,3,1,5,3,5,7,3,2,7,2,7,3,3,3,3,3,3,3,3,1,1,2,2,1,1,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,4,NA,NA,2,NA,NA,2,4,2,4,8,NA,1,NA,2,1,2,4,NA,2,1,1,2,3,2,3,1,2,2,NA,2,0.21049738131274262
1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,1,2,2,2,1,2,2,2,2,1,2,2,2,NA,2,2,2,1,5,6,3,9,8,3,15,1,3,3,9,1,5,2,1,5,4,4,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,4,NA,NA,4,NA,NA,1,2,1,2,6,2,2,NA,1,1,2,1,NA,2,1,1,1,3,1,2,1,2,1,NA,1,0.16627445888599574
1,4,1,2,2,2,2,2,1,2,2,2,2,2,1,1,NA,2,2,2,NA,1,2,2,2,2,2,2,1,2,2,2,1,2,NA,2,2,2,NA,1,1,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,3,8,1,3,2,7,1,12,3,3,15,1,3,13,9,3,7,8,3,5,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,6,NA,1,NA,3,2,1,4,NA,3,1,1,1,4,1,1,2,1,2,2,1,1.2211997955794953
1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,2,2,NA,1,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,3,9,1,2,7,11,3,12,13,3,4,12,3,13,12,3,13,10,2,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2,2,2,NA,2,2,3,NA,3,NA,NA,NA,1,NA,NA,1,NA,4,NA,NA,2,NA,NA,2,4,2,4,8,1,2,NA,3,1,2,1,NA,1,1,1,2,1,3,6,3,2,2,NA,2,0.6098753792102541
1,3,1,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,1,2,2,1,2,2,2,1,2,NA,2,2,2,NA,1,2,2,2,2,1,2,1,2,2,2,2,2,NA,2,2,2,3,3,4,3,14,1,1,6,14,2,3,5,1,10,3,3,2,14,2,2,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,2,NA,2,4,2,4,1,2,2,NA,3,2,2,1,NA,2,1,2,2,1,3,6,2,1,2,2,2,0.5865238652457121
1,4,1,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,1,2,2,2,2,2,2,1,1,NA,2,2,2,NA,1,2,2,2,1,2,2,1,2,2,2,2,2,NA,2,2,2,3,15,1,1,10,1,3,9,1,3,15,1,1,11,14,3,9,7,5,2,1,1,1,1,1,2,3,3,1,1,1,2,2,2,1,1,NA,2,2,NA,1,NA,NA,1,1,1,NA,NA,NA,1,4,NA,NA,NA,5,NA,1,2,1,1,6,NA,2,NA,1,1,2,4,NA,2,1,2,2,5,1,2,3,1,1,1,1,0.22769936315266615
1,4,1,2,1,2,2,2,2,2,2,2,1,2,2,1,NA,2,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,1,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,3,3,13,3,1,11,2,3,2,1,11,4,3,4,15,1,12,3,5,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,1,1,NA,NA,NA,4,NA,NA,NA,NA,5,1,2,1,2,6,2,2,NA,2,1,2,1,NA,2,1,1,1,4,1,2,1,1,1,1,1,0.4647092243291834
1,4,1,2,2,2,1,2,1,2,2,2,1,2,2,2,NA,2,2,2,NA,1,2,2,2,2,2,2,2,2,1,2,1,2,NA,2,2,2,NA,2,2,2,2,2,1,2,2,2,1,2,2,2,NA,2,2,2,2,9,14,1,7,4,1,1,2,3,12,4,3,8,4,3,8,13,1,6,4,4,4,4,3,3,3,3,1,1,2,1,1,1,1,1,NA,2,2,1,NA,1,1,NA,NA,1,NA,NA,NA,1,4,NA,NA,1,NA,NA,2,4,2,4,3,2,2,NA,3,2,2,1,NA,2,1,2,2,1,3,6,4,1,2,2,2,3.308228035618028
1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,1,2,2,NA,1,2,2,2,1,2,2,1,2,2,2,2,2,NA,2,2,2,NA,2,1,2,2,1,2,2,1,2,2,2,2,2,NA,2,2,2,1,6,2,1,2,3,1,2,1,2,1,2,1,2,4,1,2,1,5,2,1,4,1,4,4,3,3,4,2,1,2,1,2,2,1,2,NA,2,2,NA,3,NA,NA,3,NA,1,NA,NA,NA,1,4,NA,NA,5,NA,NA,1,1,1,1,3,2,2,NA,2,1,2,1,NA,2,1,3,1,8,2,4,4,1,1,1,1,0.7062780276618905
1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,5,14,2,5,14,1,14,15,1,5,15,3,9,15,1,6,9,3,7,2,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,2,4,2,4,6,2,2,NA,3,2,2,1,NA,1,1,2,2,2,3,6,1,2,4,NA,2,0.25087669258454853
1,4,1,2,2,2,2,2,2,1,1,2,2,2,2,1,NA,2,2,2,NA,2,1,2,2,2,2,2,2,2,1,2,1,2,NA,2,2,2,NA,2,2,2,2,2,1,1,1,2,2,2,2,2,NA,2,2,2,2,8,2,2,14,6,3,3,7,2,1,11,3,15,9,1,10,14,5,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,5,1,2,1,2,6,NA,2,NA,1,2,2,3,NA,2,1,2,1,5,1,2,1,2,1,1,1,0.684991890051567
1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,NA,2,2,2,NA,2,2,2,2,2,2,2,1,2,1,1,2,2,NA,2,2,2,NA,2,2,2,2,2,1,1,2,2,2,2,2,1,NA,2,2,2,3,4,7,2,7,13,2,15,6,1,14,15,1,8,6,1,5,13,1,6,4,3,4,4,4,4,4,4,1,1,1,2,1,2,2,2,NA,2,2,2,NA,2,1,NA,NA,1,NA,NA,NA,1,1,1,NA,1,NA,NA,2,4,2,4,1,NA,1,NA,3,2,2,4,NA,3,NA,1,2,1,2,3,3,2,2,NA,2,1.1965389737944456
1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,2,2,1,2,2,1,2,1,2,2,2,2,2,NA,2,2,2,3,5,8,1,1,2,3,3,9,3,3,7,3,5,10,3,13,3,3,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,NA,2,2,4,NA,3,NA,NA,NA,1,NA,NA,NA,1,4,NA,NA,NA,NA,3,2,4,2,4,6,2,1,NA,2,1,2,1,NA,1,1,1,2,8,3,5,1,1,2,2,2,0.4557711457983645
1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,NA,2,2,2,NA,2,2,2,2,2,2,1,2,1,2,1,2,2,NA,2,2,2,NA,2,2,2,2,2,1,1,2,2,2,1,2,2,NA,2,2,2,3,3,2,3,7,3,3,9,3,3,6,13,3,13,1,3,8,11,4,5,4,3,4,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,1,NA,NA,NA,4,1,1,1,1,1,NA,2,NA,2,2,2,4,NA,2,NA,1,1,6,2,4,3,2,4,NA,4,2.435076528741249
1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,3,15,13,2,3,6,3,13,9,3,1,2,3,9,3,3,10,5,3,1,5,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,NA,3,1,2,1,2,6,2,1,NA,2,1,1,1,NA,2,1,1,1,5,2,3,3,2,4,NA,3,0.09002581749473823
1,4,1,2,1,2,2,2,1,2,2,2,1,2,2,2,NA,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,1,2,2,2,1,2,2,2,NA,2,2,2,3,4,8,1,6,2,3,7,1,3,13,1,2,13,5,3,5,8,3,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,3,NA,NA,2,4,2,4,6,1,1,1,3,1,2,1,NA,2,1,1,2,4,3,5,3,1,2,2,4,1.1299177727732668
1,4,1,2,2,2,2,1,2,2,2,2,1,2,1,2,NA,2,2,2,NA,2,2,2,1,2,2,2,1,2,2,2,2,1,NA,2,2,2,NA,1,1,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,2,1,5,3,4,13,3,11,1,3,12,9,3,12,13,3,2,13,4,7,2,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,4,6,1,1,NA,3,1,1,1,NA,2,1,1,2,4,3,5,2,1,2,2,2,0.24266659533073656
1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,NA,2,2,2,NA,2,2,2,2,2,1,2,1,2,2,1,2,2,NA,2,2,2,NA,2,2,2,2,2,1,1,1,2,2,2,2,2,NA,2,2,2,1,12,4,3,3,4,2,5,13,1,10,8,1,11,4,1,13,3,5,6,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,5,1,1,1,1,7,NA,2,NA,2,1,2,2,1,2,1,1,1,1,1,2,3,2,4,NA,1,1.4937678461410322
1,3,1,2,2,2,2,2,2,2,1,2,2,2,1,1,NA,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,1,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,3,4,3,3,6,4,3,1,7,2,15,13,1,9,4,2,12,5,5,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,5,2,3,1,2,6,NA,2,NA,1,1,2,4,NA,1,1,2,2,1,2,4,1,2,1,NA,1,0.383027321858482
1,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,2,2,NA,2,1,2,2,2,1,2,2,2,1,2,2,2,NA,2,2,2,NA,2,2,2,2,2,1,2,2,2,1,2,1,2,NA,2,2,2,1,8,2,3,9,15,3,14,7,3,13,5,3,8,15,3,1,2,4,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,4,NA,NA,2,4,2,4,1,2,2,NA,2,2,1,1,NA,3,1,1,2,1,3,6,3,1,2,2,2,0.40062121457668765
1,3,1,1,1,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,NA,2,2,2,1,2,2,2,2,2,2,2,1,1,NA,2,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,1,1,NA,2,2,2,3,7,15,1,12,9,2,8,6,3,13,4,3,4,1,3,4,13,3,6,2,2,2,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,1,NA,NA,NA,4,NA,NA,3,NA,NA,2,4,2,4,7,1,2,NA,3,1,2,5,NA,1,1,1,2,7,3,6,2,1,2,2,2,0.7538227580343105
